zipcode,city,state_id,state,country
28073,Grover,NC,North Carolina,USA
28075,Harrisburg,NC,North Carolina,USA
28076,Henrietta,NC,North Carolina,USA
28077,High Shoals,NC,North Carolina,USA
28078,Huntersville,NC,North Carolina,USA
28079,Indian Trail,NC,North Carolina,USA
28080,Iron Station,NC,North Carolina,USA
28081,Kannapolis,NC,North Carolina,USA
28083,Kannapolis,NC,North Carolina,USA
28086,Kings Mountain,NC,North Carolina,USA
28088,Landis,NC,North Carolina,USA
28089,Lattimore,NC,North Carolina,USA
28090,Lawndale,NC,North Carolina,USA
28091,Lilesville,NC,North Carolina,USA
28092,Lincolnton,NC,North Carolina,USA
28097,Locust,NC,North Carolina,USA
28098,Lowell,NC,North Carolina,USA
28101,Mc Adenville,NC,North Carolina,USA
28102,Mc Farlan,NC,North Carolina,USA
28103,Marshville,NC,North Carolina,USA
28104,Matthews,NC,North Carolina,USA
28105,Matthews,NC,North Carolina,USA
28107,Midland,NC,North Carolina,USA
28108,Mineral Springs,NC,North Carolina,USA
28109,Misenheimer,NC,North Carolina,USA
28110,Monroe,NC,North Carolina,USA
28112,Monroe,NC,North Carolina,USA
28114,Mooresboro,NC,North Carolina,USA
28115,Mooresville,NC,North Carolina,USA
28117,Mooresville,NC,North Carolina,USA
28119,Morven,NC,North Carolina,USA
28120,Mount Holly,NC,North Carolina,USA
28124,Mount Pleasant,NC,North Carolina,USA
28125,Mount Ulla,NC,North Carolina,USA
28127,New London,NC,North Carolina,USA
28128,Norwood,NC,North Carolina,USA
28129,Oakboro,NC,North Carolina,USA
28133,Peachland,NC,North Carolina,USA
28134,Pineville,NC,North Carolina,USA
28135,Polkton,NC,North Carolina,USA
28137,Richfield,NC,North Carolina,USA
28138,Rockwell,NC,North Carolina,USA
28139,Rutherfordton,NC,North Carolina,USA
28144,Salisbury,NC,North Carolina,USA
28146,Salisbury,NC,North Carolina,USA
28147,Salisbury,NC,North Carolina,USA
28150,Shelby,NC,North Carolina,USA
28152,Shelby,NC,North Carolina,USA
28159,Spencer,NC,North Carolina,USA
28160,Spindale,NC,North Carolina,USA
28163,Stanfield,NC,North Carolina,USA
28164,Stanley,NC,North Carolina,USA
28166,Troutman,NC,North Carolina,USA
28167,Union Mills,NC,North Carolina,USA
28168,Vale,NC,North Carolina,USA
28169,Waco,NC,North Carolina,USA
28170,Wadesboro,NC,North Carolina,USA
28173,Waxhaw,NC,North Carolina,USA
28174,Wingate,NC,North Carolina,USA
28202,Charlotte,NC,North Carolina,USA
28203,Charlotte,NC,North Carolina,USA
28204,Charlotte,NC,North Carolina,USA
28205,Charlotte,NC,North Carolina,USA
28206,Charlotte,NC,North Carolina,USA
28207,Charlotte,NC,North Carolina,USA
28208,Charlotte,NC,North Carolina,USA
28209,Charlotte,NC,North Carolina,USA
28210,Charlotte,NC,North Carolina,USA
28211,Charlotte,NC,North Carolina,USA
28212,Charlotte,NC,North Carolina,USA
28213,Charlotte,NC,North Carolina,USA
28214,Charlotte,NC,North Carolina,USA
28215,Charlotte,NC,North Carolina,USA
28216,Charlotte,NC,North Carolina,USA
28217,Charlotte,NC,North Carolina,USA
28226,Charlotte,NC,North Carolina,USA
28227,Charlotte,NC,North Carolina,USA
28244,Charlotte,NC,North Carolina,USA
28262,Charlotte,NC,North Carolina,USA
28269,Charlotte,NC,North Carolina,USA
28270,Charlotte,NC,North Carolina,USA
28273,Charlotte,NC,North Carolina,USA
28277,Charlotte,NC,North Carolina,USA
28278,Charlotte,NC,North Carolina,USA
28280,Charlotte,NC,North Carolina,USA
28282,Charlotte,NC,North Carolina,USA
28301,Fayetteville,NC,North Carolina,USA
28303,Fayetteville,NC,North Carolina,USA
28304,Fayetteville,NC,North Carolina,USA
28305,Fayetteville,NC,North Carolina,USA
28306,Fayetteville,NC,North Carolina,USA
28307,Fort Bragg,NC,North Carolina,USA
28308,Pope Army Airfield,NC,North Carolina,USA
28310,Fort Bragg,NC,North Carolina,USA
28311,Fayetteville,NC,North Carolina,USA
28312,Fayetteville,NC,North Carolina,USA
28314,Fayetteville,NC,North Carolina,USA
28315,Aberdeen,NC,North Carolina,USA
28318,Autryville,NC,North Carolina,USA
28320,Bladenboro,NC,North Carolina,USA
28323,Bunnlevel,NC,North Carolina,USA
28325,Calypso,NC,North Carolina,USA
28326,Cameron,NC,North Carolina,USA
28327,Carthage,NC,North Carolina,USA
28328,Clinton,NC,North Carolina,USA
28330,Cordova,NC,North Carolina,USA
28332,Dublin,NC,North Carolina,USA
28333,Dudley,NC,North Carolina,USA
28334,Dunn,NC,North Carolina,USA
28337,Elizabethtown,NC,North Carolina,USA
28338,Ellerbe,NC,North Carolina,USA
28339,Erwin,NC,North Carolina,USA
28340,Fairmont,NC,North Carolina,USA
28341,Faison,NC,North Carolina,USA
28342,Falcon,NC,North Carolina,USA
28343,Gibson,NC,North Carolina,USA
28344,Godwin,NC,North Carolina,USA
28345,Hamlet,NC,North Carolina,USA
28347,Hoffman,NC,North Carolina,USA
28348,Hope Mills,NC,North Carolina,USA
28349,Kenansville,NC,North Carolina,USA
28350,Lakeview,NC,North Carolina,USA
28351,Laurel Hill,NC,North Carolina,USA
28352,Laurinburg,NC,North Carolina,USA
28356,Linden,NC,North Carolina,USA
28357,Lumber Bridge,NC,North Carolina,USA
28358,Lumberton,NC,North Carolina,USA
28360,Lumberton,NC,North Carolina,USA
28363,Marston,NC,North Carolina,USA
28364,Maxton,NC,North Carolina,USA
28365,Mount Olive,NC,North Carolina,USA
28366,Newton Grove,NC,North Carolina,USA
28367,Norman,NC,North Carolina,USA
28369,Orrum,NC,North Carolina,USA
28371,Parkton,NC,North Carolina,USA
28372,Pembroke,NC,North Carolina,USA
28373,Pinebluff,NC,North Carolina,USA
28374,Pinehurst,NC,North Carolina,USA
28375,Proctorville,NC,North Carolina,USA
28376,Raeford,NC,North Carolina,USA
28377,Red Springs,NC,North Carolina,USA
28379,Rockingham,NC,North Carolina,USA
28382,Roseboro,NC,North Carolina,USA
28383,Rowland,NC,North Carolina,USA
28384,Saint Pauls,NC,North Carolina,USA
28385,Salemburg,NC,North Carolina,USA
28386,Shannon,NC,North Carolina,USA
28387,Southern Pines,NC,North Carolina,USA
28390,Spring Lake,NC,North Carolina,USA
28391,Stedman,NC,North Carolina,USA
28392,Tar Heel,NC,North Carolina,USA
28393,Turkey,NC,North Carolina,USA
28394,Vass,NC,North Carolina,USA
28395,Wade,NC,North Carolina,USA
28396,Wagram,NC,North Carolina,USA
28398,Warsaw,NC,North Carolina,USA
28399,White Oak,NC,North Carolina,USA
28401,Wilmington,NC,North Carolina,USA
28403,Wilmington,NC,North Carolina,USA
28405,Wilmington,NC,North Carolina,USA
28409,Wilmington,NC,North Carolina,USA
28411,Wilmington,NC,North Carolina,USA
28412,Wilmington,NC,North Carolina,USA
28420,Ash,NC,North Carolina,USA
28421,Atkinson,NC,North Carolina,USA
28422,Bolivia,NC,North Carolina,USA
28423,Bolton,NC,North Carolina,USA
28424,Brunswick,NC,North Carolina,USA
28425,Burgaw,NC,North Carolina,USA
28428,Carolina Beach,NC,North Carolina,USA
28429,Castle Hayne,NC,North Carolina,USA
28430,Cerro Gordo,NC,North Carolina,USA
28431,Chadbourn,NC,North Carolina,USA
28432,Clarendon,NC,North Carolina,USA
28433,Clarkton,NC,North Carolina,USA
28434,Council,NC,North Carolina,USA
28435,Currie,NC,North Carolina,USA
28436,Delco,NC,North Carolina,USA
28438,Evergreen,NC,North Carolina,USA
28439,Fair Bluff,NC,North Carolina,USA
28441,Garland,NC,North Carolina,USA
28442,Hallsboro,NC,North Carolina,USA
28443,Hampstead,NC,North Carolina,USA
28444,Harrells,NC,North Carolina,USA
28445,Holly Ridge,NC,North Carolina,USA
28447,Ivanhoe,NC,North Carolina,USA
28448,Kelly,NC,North Carolina,USA
28449,Kure Beach,NC,North Carolina,USA
28450,Lake Waccamaw,NC,North Carolina,USA
28451,Leland,NC,North Carolina,USA
28452,Longwood,NC,North Carolina,USA
28453,Magnolia,NC,North Carolina,USA
28454,Maple Hill,NC,North Carolina,USA
28455,Nakina,NC,North Carolina,USA
28456,Riegelwood,NC,North Carolina,USA
28457,Rocky Point,NC,North Carolina,USA
28458,Rose Hill,NC,North Carolina,USA
28460,Sneads Ferry,NC,North Carolina,USA
28461,Southport,NC,North Carolina,USA
28462,Supply,NC,North Carolina,USA
28463,Tabor City,NC,North Carolina,USA
28464,Teachey,NC,North Carolina,USA
28465,Oak Island,NC,North Carolina,USA
28466,Wallace,NC,North Carolina,USA
28467,Calabash,NC,North Carolina,USA
28468,Sunset Beach,NC,North Carolina,USA
28469,Ocean Isle Beach,NC,North Carolina,USA
28470,Shallotte,NC,North Carolina,USA
28472,Whiteville,NC,North Carolina,USA
28478,Willard,NC,North Carolina,USA
28479,Winnabow,NC,North Carolina,USA
28480,Wrightsville Beach,NC,North Carolina,USA
28501,Kinston,NC,North Carolina,USA
28504,Kinston,NC,North Carolina,USA
28508,Albertson,NC,North Carolina,USA
28510,Arapahoe,NC,North Carolina,USA
28511,Atlantic,NC,North Carolina,USA
28512,Atlantic Beach,NC,North Carolina,USA
28513,Ayden,NC,North Carolina,USA
28515,Bayboro,NC,North Carolina,USA
28516,Beaufort,NC,North Carolina,USA
28518,Beulaville,NC,North Carolina,USA
28519,Bridgeton,NC,North Carolina,USA
28520,Cedar Island,NC,North Carolina,USA
28521,Chinquapin,NC,North Carolina,USA
28523,Cove City,NC,North Carolina,USA
28524,Davis,NC,North Carolina,USA
28525,Deep Run,NC,North Carolina,USA
28526,Dover,NC,North Carolina,USA
28527,Ernul,NC,North Carolina,USA
28528,Gloucester,NC,North Carolina,USA
28529,Grantsboro,NC,North Carolina,USA
28530,Grifton,NC,North Carolina,USA
28531,Harkers Island,NC,North Carolina,USA
28532,Havelock,NC,North Carolina,USA
28533,Cherry Point,NC,North Carolina,USA
28537,Hobucken,NC,North Carolina,USA
28538,Hookerton,NC,North Carolina,USA
28539,Hubert,NC,North Carolina,USA
28540,Jacksonville,NC,North Carolina,USA
28543,Tarawa Terrace,NC,North Carolina,USA
28544,Midway Park,NC,North Carolina,USA
28546,Jacksonville,NC,North Carolina,USA
28547,Camp Lejeune,NC,North Carolina,USA
28551,La Grange,NC,North Carolina,USA
28552,Lowland,NC,North Carolina,USA
28553,Marshallberg,NC,North Carolina,USA
28554,Maury,NC,North Carolina,USA
28555,Maysville,NC,North Carolina,USA
28556,Merritt,NC,North Carolina,USA
28557,Morehead City,NC,North Carolina,USA
28560,New Bern,NC,North Carolina,USA
28562,New Bern,NC,North Carolina,USA
28570,Newport,NC,North Carolina,USA
28571,Oriental,NC,North Carolina,USA
28572,Pink Hill,NC,North Carolina,USA
28573,Pollocksville,NC,North Carolina,USA
28574,Richlands,NC,North Carolina,USA
28575,Salter Path,NC,North Carolina,USA
28577,Sealevel,NC,North Carolina,USA
28578,Seven Springs,NC,North Carolina,USA
28579,Smyrna,NC,North Carolina,USA
28580,Snow Hill,NC,North Carolina,USA
28581,Stacy,NC,North Carolina,USA
28582,Stella,NC,North Carolina,USA
28583,Stonewall,NC,North Carolina,USA
28584,Swansboro,NC,North Carolina,USA
28585,Trenton,NC,North Carolina,USA
28586,Vanceboro,NC,North Carolina,USA
28587,Vandemere,NC,North Carolina,USA
28589,Williston,NC,North Carolina,USA
28590,Winterville,NC,North Carolina,USA
28594,Emerald Isle,NC,North Carolina,USA
28601,Hickory,NC,North Carolina,USA
28602,Hickory,NC,North Carolina,USA
28604,Banner Elk,NC,North Carolina,USA
28605,Blowing Rock,NC,North Carolina,USA
28606,Boomer,NC,North Carolina,USA
28607,Boone,NC,North Carolina,USA
28609,Catawba,NC,North Carolina,USA
28610,Claremont,NC,North Carolina,USA
28611,Collettsville,NC,North Carolina,USA
28612,Connelly Springs,NC,North Carolina,USA
28613,Conover,NC,North Carolina,USA
28615,Creston,NC,North Carolina,USA
28616,Crossnore,NC,North Carolina,USA
28617,Crumpler,NC,North Carolina,USA
28618,Deep Gap,NC,North Carolina,USA
28619,Drexel,NC,North Carolina,USA
28621,Elkin,NC,North Carolina,USA
28622,Elk Park,NC,North Carolina,USA
28623,Ennice,NC,North Carolina,USA
28624,Ferguson,NC,North Carolina,USA
28625,Statesville,NC,North Carolina,USA
28626,Fleetwood,NC,North Carolina,USA
28627,Glade Valley,NC,North Carolina,USA
28628,Glen Alpine,NC,North Carolina,USA
28629,Glendale Springs,NC,North Carolina,USA
28630,Granite Falls,NC,North Carolina,USA
28631,Grassy Creek,NC,North Carolina,USA
28634,Harmony,NC,North Carolina,USA
28635,Hays,NC,North Carolina,USA
28636,Hiddenite,NC,North Carolina,USA
28637,Hildebran,NC,North Carolina,USA
28638,Hudson,NC,North Carolina,USA
28640,Jefferson,NC,North Carolina,USA
28642,Jonesville,NC,North Carolina,USA
28643,Lansing,NC,North Carolina,USA
28644,Laurel Springs,NC,North Carolina,USA
28645,Lenoir,NC,North Carolina,USA
28646,Linville,NC,North Carolina,USA
28647,Linville Falls,NC,North Carolina,USA
28649,Mc Grady,NC,North Carolina,USA
28650,Maiden,NC,North Carolina,USA
28651,Millers Creek,NC,North Carolina,USA
28652,Minneapolis,NC,North Carolina,USA
28654,Moravian Falls,NC,North Carolina,USA
28655,Morganton,NC,North Carolina,USA
28657,Newland,NC,North Carolina,USA
28658,Newton,NC,North Carolina,USA
28659,North Wilkesboro,NC,North Carolina,USA
28660,Olin,NC,North Carolina,USA
28662,Pineola,NC,North Carolina,USA
28663,Piney Creek,NC,North Carolina,USA
28665,Purlear,NC,North Carolina,USA
28666,Icard,NC,North Carolina,USA
28667,Rhodhiss,NC,North Carolina,USA
28668,Roaring Gap,NC,North Carolina,USA
28669,Roaring River,NC,North Carolina,USA
28670,Ronda,NC,North Carolina,USA
28671,Rutherford College,NC,North Carolina,USA
28672,Scottville,NC,North Carolina,USA
28673,Sherrills Ford,NC,North Carolina,USA
28675,Sparta,NC,North Carolina,USA
28676,State Road,NC,North Carolina,USA
28677,Statesville,NC,North Carolina,USA
28678,Stony Point,NC,North Carolina,USA
28679,Sugar Grove,NC,North Carolina,USA
28681,Taylorsville,NC,North Carolina,USA
28682,Terrell,NC,North Carolina,USA
28683,Thurmond,NC,North Carolina,USA
28684,Todd,NC,North Carolina,USA
28685,Traphill,NC,North Carolina,USA
28689,Union Grove,NC,North Carolina,USA
28690,Valdese,NC,North Carolina,USA
28692,Vilas,NC,North Carolina,USA
28693,Warrensville,NC,North Carolina,USA
28694,West Jefferson,NC,North Carolina,USA
28697,Wilkesboro,NC,North Carolina,USA
28698,Zionville,NC,North Carolina,USA
28701,Alexander,NC,North Carolina,USA
28702,Almond,NC,North Carolina,USA
28704,Arden,NC,North Carolina,USA
28705,Bakersville,NC,North Carolina,USA
28707,Balsam,NC,North Carolina,USA
28708,Balsam Grove,NC,North Carolina,USA
28709,Barnardsville,NC,North Carolina,USA
28711,Black Mountain,NC,North Carolina,USA
28712,Brevard,NC,North Carolina,USA
28713,Bryson City,NC,North Carolina,USA
28714,Burnsville,NC,North Carolina,USA
28715,Candler,NC,North Carolina,USA
28716,Canton,NC,North Carolina,USA
28717,Cashiers,NC,North Carolina,USA
28718,Cedar Mountain,NC,North Carolina,USA
28719,Cherokee,NC,North Carolina,USA
28720,Chimney Rock,NC,North Carolina,USA
28721,Clyde,NC,North Carolina,USA
28722,Columbus,NC,North Carolina,USA
28723,Cullowhee,NC,North Carolina,USA
28725,Dillsboro,NC,North Carolina,USA
28726,East Flat Rock,NC,North Carolina,USA
28729,Etowah,NC,North Carolina,USA
28730,Fairview,NC,North Carolina,USA
28731,Flat Rock,NC,North Carolina,USA
28732,Fletcher,NC,North Carolina,USA
28733,Fontana Dam,NC,North Carolina,USA
28734,Franklin,NC,North Carolina,USA
28735,Gerton,NC,North Carolina,USA
28736,Glenville,NC,North Carolina,USA
28739,Hendersonville,NC,North Carolina,USA
28740,Green Mountain,NC,North Carolina,USA
28741,Highlands,NC,North Carolina,USA
28742,Horse Shoe,NC,North Carolina,USA
28743,Hot Springs,NC,North Carolina,USA
28745,Lake Junaluska,NC,North Carolina,USA
28746,Lake Lure,NC,North Carolina,USA
28747,Lake Toxaway,NC,North Carolina,USA
28748,Leicester,NC,North Carolina,USA
28749,Little Switzerland,NC,North Carolina,USA
28751,Maggie Valley,NC,North Carolina,USA
28752,Marion,NC,North Carolina,USA
28753,Marshall,NC,North Carolina,USA
28754,Mars Hill,NC,North Carolina,USA
28756,Mill Spring,NC,North Carolina,USA
28757,Montreat,NC,North Carolina,USA
28759,Mills River,NC,North Carolina,USA
28761,Nebo,NC,North Carolina,USA
28762,Old Fort,NC,North Carolina,USA
28763,Otto,NC,North Carolina,USA
28766,Penrose,NC,North Carolina,USA
28768,Pisgah Forest,NC,North Carolina,USA
28771,Robbinsville,NC,North Carolina,USA
28772,Rosman,NC,North Carolina,USA
28773,Saluda,NC,North Carolina,USA
28774,Sapphire,NC,North Carolina,USA
28775,Scaly Mountain,NC,North Carolina,USA
28777,Spruce Pine,NC,North Carolina,USA
28778,Swannanoa,NC,North Carolina,USA
28779,Sylva,NC,North Carolina,USA
28781,Topton,NC,North Carolina,USA
28782,Tryon,NC,North Carolina,USA
28783,Tuckasegee,NC,North Carolina,USA
28785,Waynesville,NC,North Carolina,USA
28786,Waynesville,NC,North Carolina,USA
28787,Weaverville,NC,North Carolina,USA
28789,Whittier,NC,North Carolina,USA
28790,Zirconia,NC,North Carolina,USA
28791,Hendersonville,NC,North Carolina,USA
28792,Hendersonville,NC,North Carolina,USA
28801,Asheville,NC,North Carolina,USA
28803,Asheville,NC,North Carolina,USA
28804,Asheville,NC,North Carolina,USA
28805,Asheville,NC,North Carolina,USA
28806,Asheville,NC,North Carolina,USA
28901,Andrews,NC,North Carolina,USA
28902,Brasstown,NC,North Carolina,USA
28904,Hayesville,NC,North Carolina,USA
28905,Marble,NC,North Carolina,USA
28906,Murphy,NC,North Carolina,USA
28909,Warne,NC,North Carolina,USA
29001,Alcolu,SC,South Carolina,USA
29003,Bamberg,SC,South Carolina,USA
29006,Batesburg,SC,South Carolina,USA
29009,Bethune,SC,South Carolina,USA
29010,Bishopville,SC,South Carolina,USA
29014,Blackstock,SC,South Carolina,USA
29015,Blair,SC,South Carolina,USA
29016,Blythewood,SC,South Carolina,USA
29018,Bowman,SC,South Carolina,USA
29020,Camden,SC,South Carolina,USA
29030,Cameron,SC,South Carolina,USA
29031,Carlisle,SC,South Carolina,USA
29032,Cassatt,SC,South Carolina,USA
29033,Cayce,SC,South Carolina,USA
29036,Chapin,SC,South Carolina,USA
29037,Chappells,SC,South Carolina,USA
29038,Cope,SC,South Carolina,USA
29039,Cordova,SC,South Carolina,USA
29040,Dalzell,SC,South Carolina,USA
29042,Denmark,SC,South Carolina,USA
29044,Eastover,SC,South Carolina,USA
29045,Elgin,SC,South Carolina,USA
29046,Elliott,SC,South Carolina,USA
29047,Elloree,SC,South Carolina,USA
29048,Eutawville,SC,South Carolina,USA
29051,Gable,SC,South Carolina,USA
29052,Gadsden,SC,South Carolina,USA
29053,Gaston,SC,South Carolina,USA
29054,Gilbert,SC,South Carolina,USA
29055,Great Falls,SC,South Carolina,USA
29056,Greeleyville,SC,South Carolina,USA
29058,Heath Springs,SC,South Carolina,USA
29059,Holly Hill,SC,South Carolina,USA
29061,Hopkins,SC,South Carolina,USA
29062,Horatio,SC,South Carolina,USA
29063,Irmo,SC,South Carolina,USA
29065,Jenkinsville,SC,South Carolina,USA
29067,Kershaw,SC,South Carolina,USA
29069,Lamar,SC,South Carolina,USA
29070,Leesville,SC,South Carolina,USA
29072,Lexington,SC,South Carolina,USA
29073,Lexington,SC,South Carolina,USA
29074,Liberty Hill,SC,South Carolina,USA
29075,Little Mountain,SC,South Carolina,USA
29078,Lugoff,SC,South Carolina,USA
29079,Lydia,SC,South Carolina,USA
29080,Lynchburg,SC,South Carolina,USA
29081,Ehrhardt,SC,South Carolina,USA
29082,Lodge,SC,South Carolina,USA
29101,Mc Bee,SC,South Carolina,USA
29102,Manning,SC,South Carolina,USA
29104,Mayesville,SC,South Carolina,USA
29105,Monetta,SC,South Carolina,USA
29107,Neeses,SC,South Carolina,USA
29108,Newberry,SC,South Carolina,USA
29111,New Zion,SC,South Carolina,USA
29112,North,SC,South Carolina,USA
29113,Norway,SC,South Carolina,USA
29114,Olanta,SC,South Carolina,USA
29115,Orangeburg,SC,South Carolina,USA
29117,Orangeburg,SC,South Carolina,USA
29118,Orangeburg,SC,South Carolina,USA
29122,Peak,SC,South Carolina,USA
29123,Pelion,SC,South Carolina,USA
29125,Pinewood,SC,South Carolina,USA
29126,Pomaria,SC,South Carolina,USA
29127,Prosperity,SC,South Carolina,USA
29128,Rembert,SC,South Carolina,USA
29129,Ridge Spring,SC,South Carolina,USA
29130,Ridgeway,SC,South Carolina,USA
29133,Rowesville,SC,South Carolina,USA
29135,Saint Matthews,SC,South Carolina,USA
29137,Salley,SC,South Carolina,USA
29138,Saluda,SC,South Carolina,USA
29142,Santee,SC,South Carolina,USA
29145,Silverstreet,SC,South Carolina,USA
29146,Springfield,SC,South Carolina,USA
29147,State Park,SC,South Carolina,USA
29148,Summerton,SC,South Carolina,USA
29150,Sumter,SC,South Carolina,USA
29152,Shaw Afb,SC,South Carolina,USA
29153,Sumter,SC,South Carolina,USA
29154,Sumter,SC,South Carolina,USA
29160,Swansea,SC,South Carolina,USA
29161,Timmonsville,SC,South Carolina,USA
29162,Turbeville,SC,South Carolina,USA
29163,Vance,SC,South Carolina,USA
29164,Wagener,SC,South Carolina,USA
29166,Ward,SC,South Carolina,USA
29168,Wedgefield,SC,South Carolina,USA
29169,West Columbia,SC,South Carolina,USA
29170,West Columbia,SC,South Carolina,USA
29172,West Columbia,SC,South Carolina,USA
29175,Westville,SC,South Carolina,USA
29178,Whitmire,SC,South Carolina,USA
29180,Winnsboro,SC,South Carolina,USA
29201,Columbia,SC,South Carolina,USA
29202,Columbia,SC,South Carolina,USA
29203,Columbia,SC,South Carolina,USA
29204,Columbia,SC,South Carolina,USA
29205,Columbia,SC,South Carolina,USA
29206,Columbia,SC,South Carolina,USA
29207,Columbia,SC,South Carolina,USA
29208,Columbia,SC,South Carolina,USA
29209,Columbia,SC,South Carolina,USA
29210,Columbia,SC,South Carolina,USA
29212,Columbia,SC,South Carolina,USA
29223,Columbia,SC,South Carolina,USA
29225,Columbia,SC,South Carolina,USA
29229,Columbia,SC,South Carolina,USA
29301,Spartanburg,SC,South Carolina,USA
29302,Spartanburg,SC,South Carolina,USA
29303,Spartanburg,SC,South Carolina,USA
29306,Spartanburg,SC,South Carolina,USA
29307,Spartanburg,SC,South Carolina,USA
29316,Boiling Springs,SC,South Carolina,USA
29320,Arcadia,SC,South Carolina,USA
29321,Buffalo,SC,South Carolina,USA
29322,Campobello,SC,South Carolina,USA
29323,Chesnee,SC,South Carolina,USA
29324,Clifton,SC,South Carolina,USA
29325,Clinton,SC,South Carolina,USA
29329,Converse,SC,South Carolina,USA
29330,Cowpens,SC,South Carolina,USA
29331,Cross Anchor,SC,South Carolina,USA
29332,Cross Hill,SC,South Carolina,USA
29333,Drayton,SC,South Carolina,USA
29334,Duncan,SC,South Carolina,USA
29335,Enoree,SC,South Carolina,USA
29338,Fingerville,SC,South Carolina,USA
29340,Gaffney,SC,South Carolina,USA
29341,Gaffney,SC,South Carolina,USA
29346,Glendale,SC,South Carolina,USA
29349,Inman,SC,South Carolina,USA
29351,Joanna,SC,South Carolina,USA
29353,Jonesville,SC,South Carolina,USA
29355,Kinards,SC,South Carolina,USA
29356,Landrum,SC,South Carolina,USA
29360,Laurens,SC,South Carolina,USA
29364,Lockhart,SC,South Carolina,USA
29365,Lyman,SC,South Carolina,USA
29368,Mayo,SC,South Carolina,USA
29369,Moore,SC,South Carolina,USA
29370,Mountville,SC,South Carolina,USA
29372,Pacolet,SC,South Carolina,USA
29373,Pacolet Mills,SC,South Carolina,USA
29374,Pauline,SC,South Carolina,USA
29375,Reidville,SC,South Carolina,USA
29376,Roebuck,SC,South Carolina,USA
29377,Startex,SC,South Carolina,USA
29378,Una,SC,South Carolina,USA
29379,Union,SC,South Carolina,USA
29384,Waterloo,SC,South Carolina,USA
29385,Wellford,SC,South Carolina,USA
29388,Woodruff,SC,South Carolina,USA
29401,Charleston,SC,South Carolina,USA
29403,Charleston,SC,South Carolina,USA
29404,Charleston Afb,SC,South Carolina,USA
29405,North Charleston,SC,South Carolina,USA
29406,Charleston,SC,South Carolina,USA
29407,Charleston,SC,South Carolina,USA
29409,Charleston,SC,South Carolina,USA
29410,Hanahan,SC,South Carolina,USA
29412,Charleston,SC,South Carolina,USA
29414,Charleston,SC,South Carolina,USA
29418,North Charleston,SC,South Carolina,USA
29420,North Charleston,SC,South Carolina,USA
29423,Charleston,SC,South Carolina,USA
29424,Charleston,SC,South Carolina,USA
29426,Adams Run,SC,South Carolina,USA
29429,Awendaw,SC,South Carolina,USA
29431,Bonneau,SC,South Carolina,USA
29432,Branchville,SC,South Carolina,USA
29434,Cordesville,SC,South Carolina,USA
29435,Cottageville,SC,South Carolina,USA
29436,Cross,SC,South Carolina,USA
29437,Dorchester,SC,South Carolina,USA
29438,Edisto Island,SC,South Carolina,USA
29439,Folly Beach,SC,South Carolina,USA
29440,Georgetown,SC,South Carolina,USA
29445,Goose Creek,SC,South Carolina,USA
29446,Green Pond,SC,South Carolina,USA
29448,Harleyville,SC,South Carolina,USA
29449,Hollywood,SC,South Carolina,USA
29450,Huger,SC,South Carolina,USA
29451,Isle Of Palms,SC,South Carolina,USA
29452,Jacksonboro,SC,South Carolina,USA
29453,Jamestown,SC,South Carolina,USA
29455,Johns Island,SC,South Carolina,USA
29456,Ladson,SC,South Carolina,USA
29458,Mc Clellanville,SC,South Carolina,USA
29461,Moncks Corner,SC,South Carolina,USA
29464,Mount Pleasant,SC,South Carolina,USA
29466,Mount Pleasant,SC,South Carolina,USA
29468,Pineville,SC,South Carolina,USA
29469,Pinopolis,SC,South Carolina,USA
29470,Ravenel,SC,South Carolina,USA
29471,Reevesville,SC,South Carolina,USA
29472,Ridgeville,SC,South Carolina,USA
29474,Round O,SC,South Carolina,USA
29475,Ruffin,SC,South Carolina,USA
29477,Saint George,SC,South Carolina,USA
29479,Saint Stephen,SC,South Carolina,USA
29481,Smoaks,SC,South Carolina,USA
29482,Sullivans Island,SC,South Carolina,USA
29483,Summerville,SC,South Carolina,USA
29485,Summerville,SC,South Carolina,USA
29487,Wadmalaw Island,SC,South Carolina,USA
29488,Walterboro,SC,South Carolina,USA
29492,Charleston,SC,South Carolina,USA
29493,Williams,SC,South Carolina,USA
29501,Florence,SC,South Carolina,USA
29505,Florence,SC,South Carolina,USA
29506,Florence,SC,South Carolina,USA
29510,Andrews,SC,South Carolina,USA
29511,Aynor,SC,South Carolina,USA
29512,Bennettsville,SC,South Carolina,USA
29516,Blenheim,SC,South Carolina,USA
29518,Cades,SC,South Carolina,USA
29519,Centenary,SC,South Carolina,USA
29520,Cheraw,SC,South Carolina,USA
29525,Clio,SC,South Carolina,USA
29526,Conway,SC,South Carolina,USA
29527,Conway,SC,South Carolina,USA
29530,Coward,SC,South Carolina,USA
29532,Darlington,SC,South Carolina,USA
29536,Dillon,SC,South Carolina,USA
29540,Darlington,SC,South Carolina,USA
29541,Effingham,SC,South Carolina,USA
29543,Fork,SC,South Carolina,USA
29544,Galivants Ferry,SC,South Carolina,USA
29545,Green Sea,SC,South Carolina,USA
29546,Gresham,SC,South Carolina,USA
29547,Hamer,SC,South Carolina,USA
29550,Hartsville,SC,South Carolina,USA
29554,Hemingway,SC,South Carolina,USA
29555,Johnsonville,SC,South Carolina,USA
29556,Kingstree,SC,South Carolina,USA
29560,Lake City,SC,South Carolina,USA
